Azimuth Angle,0.0447078333711,-0.363202173421,-0.0046463748019,0.0763690339253,0.0556811636858,-3.39269429477,-0.127151066901,0.681192005576,0.0299817578393,2.14694438087e-05,0.00655107671473,0.0100270496015,0.0157324510932,-8.14729574223e-06,0.00311177790564,0.0051604903727
Zenith Angle,12.2789737378,10.4067869368,11.4955641678,0.496216633105,15.2878971247,11.7261196966,14.1487475134,0.821882456475,12.4483522545,9.49147491417,11.7609704557,0.545592563496,10.1753340161,9.48008096663,9.79519522535,0.2315953489
Wet Bulb Temperature (Tower),0.246883178628,-0.299335521847,0.04545454777,0.112091171403,0.307282861671,-3.37802585465,-0.0622857048525,0.699704313707,0.165568688487,0.000120737010758,0.0361756351568,0.0553493820178,0.0871996777906,-2.42117376295e-05,0.017256835443,0.0285937731405
Dew Point Temperature (Tower),20.4929232511,-0.0943166402536,5.40671637518,6.86144745554,16.5618207154,-0.0935933891782,4.80004268074,5.57390715654,17.8918292058,-0.0899940260929,3.60090848116,5.53965909379,16.8349855926,-0.0894755120829,3.60832134158,5.46040936768
Station Pressure,28.0250849898,-0.00107733755943,6.91869406837,9.11590486798,31.2701469097,-0.00150020375821,7.78804732284,10.3798004147,22.9550801785,-3.19517072557,4.42744367227,7.18478784551,19.9559854315,-0.0014636593786,4.15146202819,6.35768558364
Relative Humidity (Tower),21.4192847408,-0.0994274847181,6.19838638971,7.87502206077,15.6021685986,-0.0907262168893,4.48434189306,5.52559832826,26.125843122,-0.817191210803,7.12535140574,9.83700409859,30.784547687,-0.088372566168,8.2233485443,11.4809906638
Est. Sea-Level Pressure,12.2466767489,10.4182503962,11.4778898045,0.484303225666,15.2512478379,11.6993651347,14.0482684646,0.82408669622,12.5214810941,9.56595946441,11.841574217,0.5447024035,10.1597641657,9.46417093211,9.78675138857,0.230869946893
Snow Depth,0.0413445098483,-1.11557579805,-0.0523347077579,0.234317608857,0.0541061127462,-3.39211682137,-0.126968426911,0.681096751643,0.0266978713664,-2.33286585031,-0.0973454766537,0.466908500804,0.014624579977,-2.30149597238e-06,0.00293046797085,0.00482206041261
Vertical Wind Shear,0.106192347747,-0.343782023998,0.0105906978719,0.0826338958122,0.132195358841,-3.3882315146,-0.107420653158,0.685661194827,0.0712604715038,5.22316319524e-05,0.0155674792096,0.0238220903337,0.0375408975834,-1.39470655926e-05,0.00742856252397,0.01231152376
Relative Humidity (Deck),10.6352019244,-0.00915164138556,4.32759399479,4.26528787392,11.658768259,0.00509769074032,4.31125035563,4.40501875907,10.1280793545,0.0122598992905,3.69450458152,4.23500021994,10.300747618,0.0128768239356,3.38959930092,4.2065187662
Wind Direction @ 42ft,31.7260159611,-0.0049971473851,10.1829445306,11.9438294763,33.7048897668,-0.00356253112973,11.0735390989,12.5792409129,23.8558247654,0.0172636987869,6.64933095674,8.75893394761,19.4276429229,-0.0158080322209,4.83927975163,6.96235389529
AOD BroadBand,26.1894166629,-0.0927309712475,6.45077383594,8.5357543644,28.8793629613,-0.0827312655649,7.16674636254,9.64520490926,21.4784187228,-3.29089869535,4.13971792077,6.75415817836,18.4143833832,-0.0729007364787,3.82357526659,5.868716702
Wind Chill Temperature (Tower),3.29726608558,0.0,1.04927468587,1.24140002903,3.35228571429,0.0,1.10545302996,1.24464407736,2.47522183566,-4.19826852827,0.488971263447,1.33132023111,2.05828393556,0.0,0.505438329498,0.733882825246
Wind Speed @ 22ft,11.4220065429,0.0133958342767,3.5593066344,4.24758508627,6.22134641159,0.0172329861897,2.12101110105,2.3247767695,5.45132616159,-3.68357262531,1.38915023747,2.31392523568,14.7771951208,0.00767714614499,3.71477272152,5.32155744137
Dry Bulb Temperature (Deck),7.41449232511,-0.00160604482681,2.8652650866,2.84719777038,7.54471263301,-0.00175644102332,3.15270107539,2.76789003511,5.46518120851,-3.21011409934,1.52615107099,2.34088830017,7.22848842348,-0.00208032220944,1.95667495493,2.68960468234
Airmass,22.3327630292,-0.00173796694589,6.57087623576,8.23186328758,16.5778984831,-0.00179166855332,4.87468428326,5.90056785431,26.7098834516,-0.327563103685,7.544901977,10.1774679413,32.0089545224,-0.00179749136939,8.79975456559,12.0648313144
Precipitation,64.3954789903,0.00264627575277,20.5302194957,24.2467971124,68.6880151913,-0.000344804165723,22.7505516452,25.5317292272,46.4983300069,-0.00427241931792,12.5959455415,17.1251997143,40.2472421174,0.000396363636364,9.85519556291,14.31210782
Albedo (LI-200),-2.74936146706,-6.83837543582,-4.23038800751,1.53259274286,-2.91848892914,-8.46524358162,-4.70126384141,1.87818351974,-25.6083747997,-36.9496739986,-27.439368883,2.71217537942,-2.63183668585,-4.95658510932,-3.29527167626,0.804947732208
Cloud Cover (Total),35.7896120217,-0.00156357256056,10.8419678505,13.4082741378,33.9178679873,-0.00154364953588,10.3271982954,12.509299448,32.7774583886,-0.00155191119249,9.03138844129,12.288703783,33.3792331876,-0.00162869965478,8.74285385788,12.2470822644
Cloud Cover (Opaque),1.04403246547,0.00166253112973,0.325488168817,0.402641789168,1.15997203985,-3.23705121123,0.215691294997,0.832352219091,0.949227992676,-0.000460357061112,0.25738377203,0.3537035246,0.76692853855,0.000250149597238,0.181819212697,0.277453720307
